CATEGORY_INCIDENT,BYLINE,byLine,PROVIDER_SUBJECT,IMAGES_CAPTION,EXTENSION,CATEGORY_NAMES,CATEGORY_INCIDENT_NAMES,PROVIDER_NEWS_ID,KPF_GABAGE_NEWS_IS,printingPage,DATE,PRINTING_PAGE,NEWS_ID,SUB_TITLE,IMAGES,KPF_ABUSING_NEWS,KPF_ABUSING_NEWS_IS,CATEGORY,PROVIDER_LINK_PAGE,PROVIDER,TITLE,PROVIDER_CODE,CONTENT
"1 8 30
2 9 32",정혜인|기자|,정혜인|기자|,W0201,"/로이터=뉴스1
24일 오전 7시 50분(한국시간) 기준 최근 1주일 간 비트코인 가격 추이 /사진=코인마켓캡",jpg,경제>증권_증시<font color=Gray> | </font>경제>부동산<font color=Gray> | </font>경제>금융_재테크,범죄>범죄일반>사기<font color=Gray> | </font>사고>산업사고>붕괴,2023062407485979478,FALSE,,20230624,,02100201.20230624083541001,,https://www.bigkinds.or.kr/resources/images/02100201/2023/06/24/02100201.20230624083541001.01,,FALSE,"002000000 002006000
002000000 002010000
002000000 002008000",http://news.moneytoday.co.kr/view/mtview.php?no=2023062407485979478&type=2,머니투데이,"'블랙록 ETF 승인 기대' 비트코인, 3.1만$ 넘어...연중 최고치",02100201,[머니투데이 정혜인 기자] <br/>가상자산(암호화폐) 시가총액 1위 비트코인이 최근 상승세에 힘입어 코인당 3만1000달러(약 4067만원)를 넘어서며 연중 최고치를 기록했다.<br/><br/>23일(현지시간) CNBC에 따르면 이날 비트코인은 한 때 코인당 3만1412.72달러까지 올랐다. 이는 지난 21일 3만달러 돌파 후 이틀 만에 3만1000달러를 돌파한 데 이어 ..
,송경재 기자 (dympna@fnnews.com),송경재 기자 (dympna@fnnews.com),국제경제,세계 최대 자산운용사 블랙록이 암호화폐 상장지수펀드(ETF) 신청서를 미국 증권거래위원회(SEC)에 제출한 뒤로 다시 자금이 몰리면서 23일(현지시간) 비트코인 가격이 3만1000달러를 돌파했다. 이번주 뉴욕증시 3대 지수가 모두 약세를 보인 가운데 비트코인 가격은 17% 급등했다. 로이터뉴스1,jpg,경제>증권_증시<font color=Gray> | </font>경제>외환<font color=Gray> | </font>경제>부동산,,202306240334550529,FALSE,,20230624,,02100501.20230624035507001,,https://www.bigkinds.or.kr/resources/images/02100501/2023/06/24/02100501.20230624035507001.01,,FALSE,"002000000 002006000
002000000 002002000
002000000 002010000",http://www.fnnews.com/news/202306240334550529,파이낸셜뉴스,"비트코인, 3만1000달러 돌파",02100501,[파이낸셜뉴스] <br/> 세계 최대 자산운용사 블랙록이 암호화폐 상장지수펀드(ETF) 신청서를 미국 증권거래위원회(SEC)에 제출한 뒤로 다시 자금이 몰리면서 23일(현지시간) 비트코인 가격이 3만1000달러를 돌파했다. 이번주 뉴욕증시 3대 지수가 모두 약세를 보인 가운데 비트코인 가격은 17% 급등했다. 로이터뉴스1 <br/> <br/>주식시장이 이번주 약세 움직임을 ..
,임재우 기자,임재우 기자,정치^국회·정당,‘가상자산(암호화폐) 투기 의혹’으로 더불어민주당을 탈당한 김남국 무소속 의원. 공동취재사진,jpg,정치>국회_정당<font color=Gray> | </font>정치>청와대,,1097285,FALSE,,20230623,,01101001.20230623214001001,,https://www.bigkinds.or.kr/resources/images/01101001/2023/06/23/01101001.20230623214001001.01,,FALSE,"001000000 001004000
001000000 001006000",http://www.hani.co.kr/arti/politics/assembly/1097285.html,한겨레,"국회 윤리자문위 “김남국, 거래내역 아닌 언론기사 제출”",01101001,김남국 무소속 의원의 ‘가상자산(암호화폐) 투기 논란’을 심사 중인 국회 윤리심사자문위원회(자문위)가 23일 가상자산 거래 전문가의 의견을 듣고 김 의원의 징계안을 심사했다. 김 의원은 자문위에 자신의 가상자산 거래내역이 아닌 언론 기사를 스크랩해 추가 자료로 제출했다.<br/><br/>유재풍 자문위원장은 이날 국회에서 2시간30여분간 3차 비공개회의를 한 뒤 기자들..
,최수문기자 기자,최수문기자 기자,"문화·라이프
문화
문화일반",,jpg,문화>미술_건축,,29QYUJD5SD,FALSE,17,20230623,17,02100311.20230623203952002,"■샘 올트먼의 생각들(스탠리 최 등 지음, 여의도책방 펴냄)",https://www.bigkinds.or.kr/resources/images/02100311/2023/06/23/02100311.20230623203952002.01,,FALSE,004000000 004006000,http://www.sedaily.com/NewsView/29QYUJD5SD,서울경제,[북스& - 새책] ‘챗GPT의 아버지’는 세상을 어떻게 바꿀까,02100311,"‘챗GPT의 아버지’로 오픈AI 최고경영자(CEO)인 샘 올트먼을 금융, IT, 블록체인 분야 저널리스트 4인이 분석했다. 올트먼은 개발자인 동시에 기업가이자 투자자다. 그는 세상을 위한 코인을 개발하겠다는 목표 아래 홍채인식 암호화폐 프로그램인 월드코인을 창립했고 에어비앤비 등 3500곳 이상의 스타트업에 투자했다. 책을 통해 이제 트먼이 챗GPT를 .."
,김주완,김주완,,"


",jpg,IT_과학>모바일<font color=Gray> | </font>IT_과학>콘텐츠<font color=Gray> | </font>경제>자동차,,202306230344i,FALSE,,20230623,,02100601.20230623175623001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/06/23/02100601.20230623175623001.01,,FALSE,"008000000 008003000
008000000 008004000
002000000 002011000",https://www.hankyung.com/it/article/202306230344i,한국경제,"고피자, 인도네시아에 공장 설립…야놀자, 상반기 여행 앱 1위 [Geeks' Briefing]",02100601,"이 기사는 프리미엄 스타트업 미디어 플랫폼 한경 긱스에 게재된 기사입니다. <br/> <br/>한국경제신문의 프리미엄 스타트업 뉴스 플랫폼 긱스(Geeks)가 23일 스타트업 뉴스를 브리핑합니다. <br/> <br/> <br/>고피자, 해외에 도우 공장 설립하며 글로벌 공략 박차 <br/>피자 판매 스타트업 고피자가 인도네시아 현지에 고피자 전용 ‘파베이크 도우’를 생산할 수 있는 도우 공장 ‘.."
,민나리,민나리,경제,"두 달 만에 3만 달러 돌파한 비트코인 가상화폐 대장주 비트코인이 두 달 만에 3만 달러를 재돌파하며 계속해서 상승 중인 22일 서울 강남구 빗썸 고객지원센터 전광판에 비트코인 실시간 거래 가격이 표시되고 있다. 
연합뉴스",jpg,경제>증권_증시<font color=Gray> | </font>경제>유통<font color=Gray> | </font>경제>금융_재테크,,01100611.20230623500170,FALSE,,20230623,,01100611.20230623172903001,,https://www.bigkinds.or.kr/resources/images/01100611/2023/06/23/01100611.20230623172903001.01,,FALSE,"002000000 002006000
002000000 002003000
002000000 002008000",http://www.seoul.co.kr/news/newsView.php?id=20230623500170,서울신문,‘현물 ETF’ 출시 기대감에 3만달러 찍은 비트코인…“‘불장’ 온다”vs“유의해야”,01100611,암호화폐 대장주인 비트코인이 현물 상장지수펀드(ETF) 상장에 대한 기대와 제롬 파월 미 연방준비위원회(연준) 의장의 발언 등에 힘입어 한때때 4000만원까지 상승했다. 본격적인 강세장을 맞이했다는 낙관론이 고개를 들고 있지만 전문가들은 섣불리 투자에 뛰어드는 것은 위험하다고 봤다.23일 오후 글로벌 코인 시황 중계사이트인 코인마켓캡에서 비트코인의 가격..
4 13 56,김수미,김수미,00050400,"미국 샌프란시스코 공항에서 열린 도널드 트럼프 전 대통령의 난민 금지 시위에 참석한 샘 올트먼. 포브스

루프트의 CEO 시절 샘 올트먼(오른쪽)이 미국 샌프란시스코 마운티뷰에 있는 본사 사무실에서 소프트웨어 엔지니어들과 회의하고 있다. 월스트리트저널
지난 9일 방한한 샘 올트먼(오른쪽)이 그레그 브록먼 오픈AI 공동창업자와 함께 서울 여의도동 63스퀘어에서 소프트뱅크벤처스 주최로 열린 ‘파이어사이드 챗 위드 오픈AI’ 대담에 참석한 모습. 연합뉴스",jpg,IT_과학>과학,사회>사회갈등>시위,20230623507730,FALSE,,20230623,,01100701.20230623131830001,,https://www.bigkinds.or.kr/resources/images/01100701/2023/06/23/01100701.20230623131830001.01,,FALSE,008000000 008001000,http://www.segye.com/content/html/2023/06/23/20230623507730.html,세계일보,“AI가 번 돈으로 인간에게 기본소득을”… 챗GPT 창시자 샘 올트먼이 구상하는 미래,01100701,“그를 만나지 3분 만에 빌 게이츠가 19세였을 때 이랬겠다고 생각했습니다.” <br/> <br/> 미국 스타트업의 요람인 와이콤비네이터 창립자 폴 그레이엄은 ‘챗GPT의 아버지’인 샘 올트먼(38)오픈AI 공동 창업자 겸 최고경영자(CEO)의 첫인상을 이렇게 묘사했다. 올트먼이 19세에 와이콤비네이터의 창업 캠프 1기로 들어가 위치기반 소셜미디어 ‘루프트’를 만들었..
,황국상|기자|,황국상|기자|,T0201,"임종철 디자이너 /사진=임종철 디자이너
파일 공유 사이트에 업로드 된 '한글2022 크랙' 설치파일로 위장한 악성 파일 / 사진제공=안랩",jpg,IT_과학>보안<font color=Gray> | </font>IT_과학>콘텐츠<font color=Gray> | </font>IT_과학>모바일,,2023062309511056821,FALSE,,20230623,,02100201.20230623114411001,,https://www.bigkinds.or.kr/resources/images/02100201/2023/06/23/02100201.20230623114411001.01,,FALSE,"008000000 008002000
008000000 008004000
008000000 008003000",http://news.moneytoday.co.kr/view/mtview.php?no=2023062309511056821&type=2,머니투데이,"""공짜버전 한글2022 써 봐?""… 자칫 손댔다간 내PC 좀비PC 된다",02100201,[머니투데이 황국상 기자] <br/>'한글2022' 크랙 파일로 위장한 악성 압축파일이 발견됐다. 이 파일을 사용자 PC에 내려받아 실행할 경우 사용자 PC는 공격자의 가상자산(암호화폐) 채굴에 활용되거나 정보유출 등 피해를 입는 것으로 확인됐다.<br/><br/>안랩은 최근 '한글2022 크랙' 설치파일로 위장한 파일을 파일공유 사이트 등에 올려 악성코드를 유포하는 사례를..
,구자윤 기자 (solidkjy@fnnews.com),구자윤 기자 (solidkjy@fnnews.com),보안/해킹,파일 공유 사이트에 업로드 된 ‘한글2022 크랙’ 설치파일로 위장한 악성 파일. 안랩 제공,jpg,IT_과학>보안<font color=Gray> | </font>IT_과학>콘텐츠<font color=Gray> | </font>IT_과학>모바일,,202306230904178742,FALSE,,20230623,,02100501.20230623114346002,,https://www.bigkinds.or.kr/resources/images/02100501/2023/06/23/02100501.20230623114346002.01,,FALSE,"008000000 008002000
008000000 008004000
008000000 008003000",http://www.fnnews.com/news/202306230904178742,파이낸셜뉴스,"""한글2022 크랙 설치파일? 악성코드입니다""",02100501,"파일 공유 사이트에 업로드 된 ‘한글2022 크랙’ 설치파일로 위장한 악성 파일. 안랩 제공 <br/>안랩은 최근 ‘한글 2022 크랙’ 설치파일로 위장한 파일을 파일 공유 사이트에 올려 암호화폐 채굴 및 원격제어 악성코드 등을 유포하는 사례를 발견해 사용자의 주의를 당부한다고 23일 밝혔다. <br/> <br/>공격자는 먼저 웹하드, 토렌트 등 국내 다수 파일공유 사이트에.."
,정진,정진,일반,,jpg,경제>증권_증시<font color=Gray> | </font>경제>자동차<font color=Gray> | </font>IT_과학>모바일,,2023062310403531155,FALSE,,20230623,,02100801.20230623104128001,,https://www.bigkinds.or.kr/resources/images/02100801/2023/06/23/02100801.20230623104128001.01,,FALSE,"002000000 002006000
002000000 002011000
008000000 008003000",https://view.asiae.co.kr/article/2023062310403531155,아시아경제,"엘뱅크랩스, 퓨리온(Furion)에 출자 ‘NFT 시장경제와 인프라 성장 기여 목적’",02100801,"엘뱅크랩스(LBank Labs)가 NFT 유틸리티 플랫폼인 퓨리온(Furion)에 투자했다고 밝혔다. <br/> <br/>퓨리온(Furion)은 올인원 NFT 유동성 플랫폼으로, 수백만 개의 NFT 프로젝트, 잠재적 투자자 및 보유자를 위한 새로운 생태계를 구축하는 것을 목표로 한다. 분할된 NFT의 간단한 거래를 즐길 수 있다. <br/> <br/>업체 측에 따르면, 퓨리온(Fu.."
,정혜인|기자|,정혜인|기자|,W0201,/로이터=뉴스1,jpg,경제>증권_증시<font color=Gray> | </font>국제>국제일반,,2023062223215168868,FALSE,,20230623,,02100201.20230623052833001,,https://www.bigkinds.or.kr/resources/images/02100201/2023/06/23/02100201.20230623052833001.01,,FALSE,"002000000 002006000
005000000 005009000",http://news.moneytoday.co.kr/view/mtview.php?no=2023062223215168868&type=2,머니투데이,"블랙록 끌고, 파월 밀고…비트코인 '3만弗' 넘었다",02100201,"[머니투데이 정혜인 기자] 현물 ETF 상장·EDX 거래개시…일주일새 20% ↑<br/>""스테이블코인도 돈의 한 형태"" 발언, 상승장 부추겨<br/><br/> 비트코인이 최근 다시 강세를 띤다. 경제 불확실성과 가상자산(암호화폐) 거래소를 향한 미국 당국의 규제 단속에도 21일(현지시간) 약 두 달 만에 3만달러(약 3867만원) 다시 넘어서며 강한 오름세를 나타냈다.<br/><br/>비.."
1 6 22,임송수,임송수,경제,"
",jpg,경제>증권_증시<font color=Gray> | </font>경제>부동산<font color=Gray> | </font>경제>금융_재테크,범죄>기업범죄>내부자거래,0924308533,FALSE,17,20230623,17,01100201.20230623051215001,"미래에셋-대주주 멋사 주식 거래땐 
주당 50만원… 개인은 반값 ‘차별’ 
인수 합의땐 7300원 
 “기업 성장성 반영된 가격” 해명",https://www.bigkinds.or.kr/resources/images/01100201/2023/06/23/01100201.20230623051215001.01,,FALSE,"002000000 002006000
002000000 002010000
002000000 002008000",https://news.kmib.co.kr/article/view.asp?arcid=0924308501&code=11151400,국민일보,[단독] 50만원→25만원… 미래에셋-멋사 수상한 비상장주식 거래,01100201,"미래에셋금융그룹 계열사인 미래에셋벤처투자, 미래에셋캐피탈이 대체불가토큰(NFT) 기업 메타콩즈의 대주주 ‘멋쟁이사자처럼(멋사)’으로부터 과도하게 높은 가격에 주식을 매수했다는 의혹이 제기됐다. 이들 투자사는 주당 50만원에 주식을 사들였지만, 매수 2개월 뒤 메타콩즈 경영진과 멋사의 지분 거래 합의 당시 주당 가격은 7300원에 불과했다. 적정 가치보다.."
1 8 27,워싱턴=문병기,워싱턴=문병기,0003,동아DB,jpg,정치>북한<font color=Gray> | </font>IT_과학>보안<font color=Gray> | </font>IT_과학>콘텐츠,범죄>범죄일반>절도,20230623.119901937.1,FALSE,8,20230623,8,01100401.20230623030220001,"“北 불법취득 코인 1억달러
미사일 프로그램 사용 막아”",https://www.bigkinds.or.kr/resources/images/01100401/2023/06/23/01100401.20230623030220001.01,,FALSE,"001000000 001001000
008000000 008002000
008000000 008004000",https://www.donga.com/news/Inter/article/all/20230623/119901937/1,동아일보,"北 등 사이버범죄 대응, 美법무부 전담팀 신설",01100401,미국 법무부가 국가안보국(NSD) 산하에 북한 가상화폐 해킹 탈취 같은 사이버범죄에 대응하는 전담 부서를 만들기로 했다. 북한이 핵·미사일 개발 자금 절반 이상을 가상화폐 해킹 등으로 마련하는 것으로 알려진 가운데 이 자금줄을 더욱 강도 높게 죄겠다는 것이다. <br/> <br/> 매슈 올슨 미 법무부 국가안보 담당 차관보는 20일(현지 시간) 후버연구소 주최 토론회..
1 7 24,김중래,김중래,"사회
법원·검찰",가상자산 논란으로 민주당을 탈당한 김남국 의원이 15일 저녁 국회에서 열린 윤리특별위원회 윤리심사자문위원회에 출석하고 있다. 2023.6.15 연합뉴스,jpg,정치>국회_정당<font color=Gray> | </font>경제>자동차<font color=Gray> | </font>경제>증권_증시,범죄>정치>뇌물수수,01100611.20230623008013,FALSE,8,20230623,8,01100611.20230623020127001,"미공개 정보로 상장 전 매수 의심
연말연초 거래 재산등록 회피 의혹",https://www.bigkinds.or.kr/resources/images/01100611/2023/06/23/01100611.20230623020127001.01,,FALSE,"001000000 001004000
002000000 002011000
002000000 002006000",http://www.seoul.co.kr/news/newsView.php?id=20230623008013,서울신문,"檢, 김남국 ‘코인거래’ 뇌물·공직윤리법 위반 적용 검토",01100611,무소속 김남국(41) 의원의 가상자산(암호화폐) 보유 의혹을 수사 중인 검찰이 뇌물수수와 공직자윤리법 위반 혐의 적용 여부를 검토하고 있다.<br/>22일 법조계에 따르면 서울남부지검 형사6부(부장 이준동)는 김 의원이 상장 계획과 같은 미공개 정보를 제공받아 거래한 내용이 확인되면 뇌물수수 혐의를 적용할 방침이다.<br/>검찰 관계자는 “(김 의원이) 메콩 코인과 ..
1 6 20,나건웅 매경이코노미 기자(wasabi@mk.co.kr),나건웅 매경이코노미 기자(wasabi@mk.co.kr),500103,"
",jpg,경제>증권_증시<font color=Gray> | </font>경제>금융_재테크<font color=Gray> | </font>경제>무역,범죄>기업범죄>계약위반,000010767049,FALSE,,20230622,,02100101.20230622221011001,,https://www.bigkinds.or.kr/resources/images/02100101/2023/06/22/02100101.20230622221011001.01,,FALSE,"002000000 002006000
002000000 002008000
002000000 002001000",http://www.mk.co.kr/article/10767049,매일경제,비트코인은 ‘상품’·이더리움은 ‘증권’…왜? [코린이를 위한 암호화폐 설명서] (28),02100101,"뜨거운 ‘코인 증권성’ 논란<br/>디지털 자산(코인) 투자 시장이 또다시 요동치고 있다. 코인 정보 사이트 ‘코인마켓캡’에 따르면, 비트코인을 제외한 코인 전체 시가총액이 6월 1일 6200억달러에서 15일 5300억달러까지 쪼그라들었다. 2주 만에 약 900억달러, 한화로 따지면 110조원이 넘는 시총이 증발한 셈이다.<br/>폭락장 중심에 ‘코인 증권성 논란’이.."
1 7 24,김중래,김중래,사회,윤리위 출석하는 김남국 의원 가상자산 논란으로 민주당을 탈당한 김남국 의원이 15일 저녁 국회에서 열린 윤리특별위원회 윤리심사자문위원회에 출석하고 있다. 2023.6.15 연합뉴스,jpg,정치>국회_정당,범죄>정치>뇌물수수,01100611.20230622500223,FALSE,,20230622,,01100611.20230622204022001,,https://www.bigkinds.or.kr/resources/images/01100611/2023/06/22/01100611.20230622204022001.01,,FALSE,001000000 001004000,http://www.seoul.co.kr/news/newsView.php?id=20230622500223,서울신문,"검찰, ‘김남국 코인’ 뇌물·공직자윤리법 적용 검토",01100611,무소속 김남국(41) 의원의 가상자산(암호화폐) 보유 의혹을 수사 중인 검찰이 뇌물수수와 공직자윤리법 위반 혐의 적용 여부를 검토하고 있다.<br/>22일 법조계에 따르면 서울남부지검 형사6부(부장 이준동)는 김 의원이 상장 계획과 같은 미공개 정보를 제공받아 거래한 내용이 확인되면 뇌물수수 혐의를 적용할 방침이다.<br/>검찰 관계자는 “(김 의원이) 메콩 코인과 ..
1 7 24,김지은|기자|,김지은|기자|,S1201,(서울=뉴스1) 황기선 기자 = 김남국 무소속의원이 15일 오후 서울 여의도 국회 의원회관에서 열린 윤리심사자문위원회 2차회의에 출석하고 있다. 이날 자문위는 김 의원의 거액의 가상자산(암호화폐) 투기 의혹에 대해 소명을 듣는다. 2023.6.15/뉴스1 Copyright (C) 뉴스1. All rights reserved. 무단 전재 및 재배포 금지.,jpg,사회>사건_사고<font color=Gray> | </font>정치>국회_정당,범죄>정치>뇌물수수,2023062214453524941,FALSE,,20230622,,02100201.20230622191121001,,https://www.bigkinds.or.kr/resources/images/02100201/2023/06/22/02100201.20230622191121001.01,,FALSE,"003000000 003006000
001000000 001004000",http://news.moneytoday.co.kr/view/mtview.php?no=2023062214453524941&type=2,머니투데이,"檢 ""'코인 의혹' 김남국, 뇌물죄·공직자윤리법 위반 혐의 검토""",02100201,"[머니투데이 김지은 기자] <br/>검찰이 김남국 의원의 대규모 가상자산(암호화폐) 보유 의혹과 관련해 뇌물, 공직자윤리법 위반 혐의 등을 적용하는 방안을 검토하고 있다. <br/><br/>서울남부지검 관계자는 22일 기자들과 만나 ""코인에 대한 미공개 정보 제공도 뇌물로 볼 수 있다""며 ""뇌물 수수 혐의나 공직자윤리법위반 혐의 등도 검토 중이다""고 말했다.<br/><br/>검찰 관계자는.."
,조미현,조미현,,"비트코인 가격이 지난 4월 이후 두 달여 만에 장중 4000만원을 기록했다. 22일 서울 반포동의 암호화폐거래소 빗썸에서 직원이 비트코인 시세를 가리키고 있다. /임대철 기자
",jpg,경제>증권_증시<font color=Gray> | </font>경제>외환<font color=Gray> | </font>경제>부동산,,2023062280531,FALSE,A2,20230622,A2,02100601.20230622181756001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/06/22/02100601.20230622181756001.01,,FALSE,"002000000 002006000
002000000 002002000
002000000 002010000",https://www.hankyung.com/economy/article/2023062280531,한국경제,비트코인 4000만원 찍었다…파월·블랙록이 쏘아올린 불장,02100601,미국 증권거래위원회(SEC)가 세계 최대 암호화폐거래소인 바이낸스를 겨냥하면서 급락하던 비트코인 가격이 다시 강세로 돌아섰다. 세계 1위 자산운용사 블랙록이 상장지수펀드(ETF) 상장을 신청한 데다 제롬 파월 미국 중앙은행(Fed) 의장이 암호화폐에 긍정적인 입장을 밝혔기 때문이다. 전통 금융권은 물론 Fed까지 암호화폐의 가치를 인정하는 움직임을 보이..
1 7 24,김경호,김경호,00050094,김남국 무소속 의원. 연합뉴스,jpg,정치>국회_정당,범죄>정치>뇌물수수,20230622520166,FALSE,,20230622,,01100701.20230622174338001,,https://www.bigkinds.or.kr/resources/images/01100701/2023/06/22/01100701.20230622174338001.01,,FALSE,001000000 001004000,http://www.segye.com/content/html/2023/06/22/20230622520166.html,세계일보,"檢, ‘코인 의혹’ 김남국 “뇌물·공직자윤리법 위반 혐의 검토”",01100701,"김남국 무소속 의원. 연합뉴스 <br/> 검찰이 김남국 무소속 의원의 거액 암호화폐 대량 보유 의혹과 관련해 뇌물 혐의 적용을 검토하는 등 속도를 내고 있다. <br/> <br/> 서울남부지검 관계자는 22일 서울 양천구 청사에서 기자들을 만나 ""암호화폐 미공개 정보 이용도 뇌물죄 혐의를 적용할 수 있나""는 질문에 ""일반적으로 투자기회 제공도 뇌물이라 볼 수 있고 폭 넓게 .."
,임대철,임대철,,"

",jpg,경제>금융_재테크<font color=Gray> | </font>경제>유통<font color=Gray> | </font>경제>자동차,,202306227738i,TRUE,,20230622,,02100601.20230622164722001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/06/22/02100601.20230622164722001.01,,FALSE,"002000000 002008000
002000000 002003000
002000000 002011000",https://www.hankyung.com/economy/article/202306227738i,한국경제,[포토] 비트코인은 상승중,02100601,암호화폐 시장에서 비트코인 가격이 두 달 만에 3만 달러를 넘어섰다. 22일 서울 반포동 빗썸 고객지원센터에서 한 직원이 시세판을 바라보고 있다. <br/> <br/>/ 임대철 기자
,전기연,전기연,"아주경제
사회",,jpg,IT_과학>보안,,20230622160926519,FALSE,,20230622,,02100851.20230622162028001,,https://www.bigkinds.or.kr/resources/images/02100851/2023/06/22/02100851.20230622162028001.01,,FALSE,008000000 008002000,https://www.ajunews.com/view/20230622160926519,아주경제,"서울사이버대 빅데이터·정보보호학과, 인공지능팩토리와 산학협력 협약",02100851,"[사진=서울사이버대학교] <br/> <br/>서울사이버대학교 빅데이터·정보보호학과가 지난 20일 인공지능팩토리와 인공지능(AI) 기술 전문가 양성을 위한 산학협력 협약식을 진행했다고 22일 밝혔다. <br/> <br/>이번 협약식에는 서울사이버대 측에서는 이은주 총장, 노건태 공과대학장, 빅데이터·정보보호학과 천지영 교수 등 대학관계자들이 함께했으며, 인공지능팩토리 측에서는 김태영.."
,조미현,조미현,,"
",png,경제>증권_증시<font color=Gray> | </font>경제>외환,,202306227132i,FALSE,,20230622,,02100601.20230622160955001,,https://www.bigkinds.or.kr/resources/images/02100601/2023/06/22/02100601.20230622160955001.01,,FALSE,"002000000 002006000
002000000 002002000",https://www.hankyung.com/economy/article/202306227132i,한국경제,"""땡큐 파월""…비트코인에 다시 불 지른 3가지 호재 [한경 코알라]",02100601,"코인, 알고 투자하라! <br/>한국경제신문의 암호화폐 투자 뉴스레터 '코알라'에 실린 기사입니다. <br/>매주 수요일 아침 발행하는 코알라를 받아보세요! <br/>무료 구독신청 hankyung.com/newsletter <br/> <br/>미국 증권거래위원회(SEC)가 세계 최대 암호화폐 거래소인 바이낸스를 겨냥하면서 급락하던 비트코인이 다시 강세로 돌아섰다. 세계 1위 자산 운용사 .."
1 8 27,워싱턴=문병기,워싱턴=문병기,0216,,,정치>북한<font color=Gray> | </font>IT_과학>보안<font color=Gray> | </font>IT_과학>콘텐츠,범죄>범죄일반>절도,20230622.119893873.1,FALSE,,20230622,,01100401.20230622154435001,,,,FALSE,"001000000 001001000
008000000 008002000
008000000 008004000",https://www.donga.com/news/Inter/article/all/20230622/119893873/1,동아일보,"美법무부, 北-中-러 겨냥 ‘사이버범죄 대응 전담부서’ 신설",01100401,미국 법무부가 국가안보국(NSD) 산하에 북한 가상화폐 해킹 탈취 같은 사이버 범죄에 대응하는 전담 부서를 만들기로 했다. 핵·미사일 개발 자금 절반 이상을 가상화폐 해킹 등으로 마련하는 것으로 알려진 북한 자금줄을 더욱 강도 높게 조이겠다는 것이다. <br/> <br/>매튜 올슨 법무부 국가안보 담당 차관보는 20일(현지 시간) 후버연구소 주최 토론회에서 미국 사이..
,이대율 기자 (amosdy@fnnews.com),이대율 기자 (amosdy@fnnews.com),일반,,jpg,IT_과학>모바일<font color=Gray> | </font>경제>경제일반<font color=Gray> | </font>IT_과학>보안,,202306221032486333,FALSE,,20230622,,02100501.20230622125143001,,https://www.bigkinds.or.kr/resources/images/02100501/2023/06/22/02100501.20230622125143001.01,,FALSE,"008000000 008003000
002000000 002014000
008000000 008002000",http://www.fnnews.com/news/202306221032486333,파이낸셜뉴스,"Web3Pays 마스터카드, ‘스타이카 프로젝트’ 개발사인 이지테크핀과 업무협약",02100501,"마스터카드로부터 Web3pays 지갑을 통해 코인결제가 가능한 Prepaid Card를 서비스해온 코리아앱이 지난 6월, ‘스타이카 프로젝트’ 개발사인 이지테크핀과 전략적 업무협약을 체결했다. <br/> <br/>이번 전략적 업무협약으로 스타이카 프로젝트 토큰인 스타이카(이하 STIK)이 마스터카드로 결제가 가능해질 예정이다. 또한 STIK 결제가 가능한 실물 마스터.."
,정혜인|기자|,정혜인|기자|,W0301,"/로이터=뉴스1
22일 오전 9시 50분(한국시간) 기준 최근 일주일 간 비트코인 가격 추이 /사진=코인마켓캠 홈페이지 갈무리",jpg,경제>증권_증시<font color=Gray> | </font>경제>부동산<font color=Gray> | </font>경제>외환,,2023062209504789552,FALSE,,20230622,,02100201.20230622125033001,,https://www.bigkinds.or.kr/resources/images/02100201/2023/06/22/02100201.20230622125033001.01,,FALSE,"002000000 002006000
002000000 002010000
002000000 002002000",http://news.moneytoday.co.kr/view/mtview.php?no=2023062209504789552&type=2,머니투데이,"파월도 언급했다…비트코인 3만달러 재돌파, '불장' 전망까지",02100201,"[머니투데이 정혜인 기자] 블랙록 등 자산운용사 ETF 신청, <br/>파월 연준 의장 '화폐 지위' 발언,<br/>EDX의 비트코인 거래 개시 영향<br/><br/> 가상자산(암호화폐) 시가총액 1위 비트코인의 움직임이 심상치 않다. 경제 불확실성과 암호화폐 거래소를 향한 미국 당국의 규제 단속에도 21일(현지시간) 약 두 달 만에 3만달러(약 3867만원) 다시 넘어서며 강한 .."
,신한나 기자,신한나 기자,"정치
국회·정당·정책
국회·정당·정책
정치
외교·안보
외교·안보
정치
통일·북한
통일·북한",,jpg,정치>북한<font color=Gray> | </font>IT_과학>보안<font color=Gray> | </font>국제>중동_아프리카,,29QYD6OF9K,FALSE,0,20230622,0,02100311.20230622124645002,"""北, 암호화폐 미사일 프로그램에 사용""",https://www.bigkinds.or.kr/resources/images/02100311/2023/06/22/02100311.20230622124645002.01,,FALSE,"001000000 001001000
008000000 008002000
005000000 005004000",http://www.sedaily.com/NewsView/29QYD6OF9K,서울경제,"美법무부 ""北 불법 취득 암호화폐 1억 달러 이상 사용 차단""",02100311,미국 법무부의 매슈 올슨 국가안보 차관보가 20일(현지시간) 북한이 불법 취득한 1억 달러 이상의 암호화폐 사용을 차단했다고 밝혔다. 또 북한 등의 사이버 공격을 막기 위한 사이버 전담 부서도 신설하기로 했다. <br/> <br/><br/> 미국 자유아시아방송(RFA)에 따르면 올슨 차관보는 미국 후버연구소가 주최한 토론회에서 “우리의 암호화폐 추적 능력과 압류 집행을 통해..
