,source,author,title,description,url,urlToImage,publishedAt,content
84,"{'id': None, 'name': 'newsBTC'}",Scott Matherson,Ethereum Founder Vitalik Buterin Reveals The Challenges Of The Network,"The Ethereum blockchain is notable for its smart contract functionality and various other things. However, many might not be conversant with the challenges the network encounters. In a recent interview, Ethereum’s founder, Vitalik Buterin, revealed the bigges…",http://www.newsbtc.com/news/ethereum/ethereum-challenges-vitalik-buterin/,https://www.newsbtc.com/wp-content/uploads/2023/09/Ethereum-founder-Vitalik-Buterin.jpeg?fit=2000%2C1333,2023-09-25T07:30:20Z,"The Ethereum blockchain is notable for its smart contract functionality and various other things. However, many might not be conversant with the challenges the network encounters. In a recent intervi… [+3530 chars]"
85,"{'id': None, 'name': 'Biztoc.com'}",barrons.com,"Coinbase Wants to Diversify Revenues. For Now, It’s Still All About Bitcoin","Coinbase Global executives for months have said they are seeking to diversify so they can make money no matter what happens in crypto trading. But for now, the company is highly dependent on traders, and specifically trading in Bitcoin, cryp...#coinbaseglobal",https://biztoc.com/x/f4547c41f5600a39,https://c.biztoc.com/p/f4547c41f5600a39/s.webp,2023-09-25T07:28:07Z,"Coinbase Global executives for months have said they are seeking to diversify so they can make money no matter what happens in crypto trading. But for now, the company is highly dependent on traders,… [+100 chars]"
86,"{'id': None, 'name': 'Biztoc.com'}",coindesk.com,Bitcoin and S&P 500 Eye Quarterly Loss as Bonds Look Most Attractive Since 2009,"and Wall Street's benchmark equity index, the S&P 500, appear on track to end the third quarter lower as a key metric shows the case for owning bonds over stocks and risk assets in general, is strongest since 2009. The top cryptocurrency by market value trade…",https://biztoc.com/x/969e565d019fdaad,https://c.biztoc.com/p/969e565d019fdaad/s.webp,2023-09-25T07:26:08Z,"and Wall Street's benchmark equity index, the S&amp;P 500, appear on track to end the third quarter lower as a key metric shows the case for owning bonds over stocks and risk assets in general, is st… [+277 chars]"
87,"{'id': None, 'name': 'Biztoc.com'}",youtube.com,BREAKING: OCTOBER WILL PUMP BITCOIN AND ETHEREUM!!! (most will miss out),Bybit $30'000 Starter Bonus: https://partner.bybit.com/b/startnow Subscribe to our second channel: @RealPumpamentals ...,https://biztoc.com/x/e96d01ab127a73f2,https://c.biztoc.com/p/e96d01ab127a73f2/s.webp,2023-09-25T07:24:11Z,"Bybit $30'000 Starter Bonus: https://partner.bybit.com/b/startnow Subscribe to our second channel: @RealPumpamentals ...
This story appeared on youtube.com, ."
88,"{'id': None, 'name': 'Biztoc.com'}",thecryptobasic.com,"El Salvador Bitcoin Advisor Shares 32 Years Old Patent Paper To Claim XRP is Centralized, Community Reacts","The prominent Bitcoin maximalist Max Keiser argued that XRP is centralized based on a 32-year-old patent, but the XRP community disagrees. Max Keiser, the Bitcoin Advisor to Nayib Bukele, the president of El Salvador, has taken to the X platform to unleash hi…",https://biztoc.com/x/e0f3eb90a6ea1d89,https://c.biztoc.com/p/e0f3eb90a6ea1d89/s.webp,2023-09-25T07:22:07Z,"The prominent Bitcoin maximalist Max Keiser argued that XRP is centralized based on a 32-year-old patent, but the XRP community disagrees.Max Keiser, the Bitcoin Advisor to Nayib Bukele, the presiden… [+315 chars]"
89,"{'id': None, 'name': 'Investing.com'}",Cointelegraph,"North Korean Lazarus Group amasses over $40M in Bitcoin, data reveals","North Korean Lazarus Group amasses over $40M in Bitcoin, data reveals",https://www.investing.com/news/cryptocurrency-news/north-korean-lazarus-group-amasses-over-40m-in-bitcoin-data-reveals-3181526,https://i-invdn-com.investing.com/news/LYNXMPEDB603J_L.jpg,2023-09-25T07:20:10Z,"North Korean hacking collective Lazarus Group holds a whopping $47 million in cryptocurrency, most of which is in Bitcoin (BTC), new data shows.
According to data collated on Dune Analytics from 21.… [+386 chars]"
90,"{'id': None, 'name': 'Biztoc.com'}",youtube.com,This Chart Predicted Every Major Turning Point For Bitcoin!,"This BTC chart has shown every pivotal price change in Bitcoin's lifecycle. In today's episode of Crypto Banter, Kyledoops delves ... #cryptobanter",https://biztoc.com/x/e56ed810715df92f,https://c.biztoc.com/p/e56ed810715df92f/s.webp,2023-09-25T07:10:27Z,"This BTC chart has shown every pivotal price change in Bitcoin's lifecycle. In today's episode of Crypto Banter, Kyledoops delves ...
#cryptobanter
This story appeared on youtube.com, ."
91,"{'id': None, 'name': 'Biztoc.com'}",youtube.com,They're Trying To CONTROL Bitcoin!! This Story Will SHOCK You!!,Get The Hottest Crypto Deals http://www.coinbureau.com/deals Insider Info in our Socials ...,https://biztoc.com/x/0d29031d94622b43,https://c.biztoc.com/p/0d29031d94622b43/s.webp,2023-09-25T07:10:12Z,"Get The Hottest Crypto Deals http://www.coinbureau.com/deals Insider Info in our Socials ...
This story appeared on youtube.com, ."
92,"{'id': None, 'name': 'Biztoc.com'}",dailyhodl.com,Bitcoin Flashing Relative Strength Against Stock Market Despite Deteriorating Macro Conditions: Analytics Firm,"New data from IntoTheBlock reveals that Bitcoin (BTC) is showing relative strength against the stock market amid declining macroeconomic conditions. In a new article, Lucas Outumuro, the analytics firm’s head of research, says that the crypto king’s price act…",https://biztoc.com/x/4d111b39bd15c444,https://c.biztoc.com/p/4d111b39bd15c444/s.webp,2023-09-25T07:10:10Z,"New data from IntoTheBlock reveals that Bitcoin (BTC) is showing relative strength against the stock market amid declining macroeconomic conditions.In a new article, Lucas Outumuro, the analytics fir… [+270 chars]"
93,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Spotlight Wire,"Bitcoin holds $26,000 resistance, Everlodge prices rise 80%","Although under selling pressure, Bitcoin is able to keep above the $26,000 level, while Everlodge achieves impressive increases during its early presale stage. What you should know is as follows.",https://economictimes.indiatimes.com/markets/cryptocurrency/bitcoin-holds-26000-resistance-everlodge-prices-rise-80/articleshow/103924516.cms,"https://img.etimg.com/thumb/msid-103924718,width-1200,height-630,imgsize-388856,overlay-etmarkets/photo.jpg",2023-09-25T07:09:37Z,"Bitcoin manages to hold above the $26,000 mark but remains under selling pressure, while Everlodge experiences remarkable gains in its early presale phase. Heres what you need to know.Click Here To F… [+3659 chars]"
94,"{'id': None, 'name': 'The Daily Hodl'}",Daily Hodl Staff,Bitcoin Flashing Relative Strength Against Stock Market Despite Deteriorating Macro Conditions: Analytics Firm,"New data from IntoTheBlock reveals that Bitcoin (BTC) is showing relative strength against the stock market amid declining macroeconomic conditions. In a new article, Lucas Outumuro, the analytics firm’s head of research, says that the crypto king’s price act…",https://dailyhodl.com/2023/09/25/bitcoin-flashing-relative-strength-against-stock-market-despite-deteriorating-macro-conditions-analytics-firm/,https://dailyhodl.com/wp-content/uploads/2023/03/Catalyst-for-Bitcoin-Looming.jpg,2023-09-25T07:04:03Z,"New data from IntoTheBlock reveals that Bitcoin (BTC) is showing relative strength against the stock market amid declining macroeconomic conditions.
In a new article, Lucas Outumuro, the analytics f… [+2258 chars]"
95,"{'id': None, 'name': 'Biztoc.com'}",watcher.guru,Bitcoin Market to See Capital Influx of $300 Billion: Morgan Creek CEO,"A few hours ago, Bitcoin dropped below the $26,000 threshold and created a low of around $25,987. However, many in the community believe that BTC’s “fair value” is much higher. According to Mark Yusko, founder and CEO of Morgan Creek Capital Management, the l…",https://biztoc.com/x/57c00b70fe2a8567,https://c.biztoc.com/p/57c00b70fe2a8567/s.webp,2023-09-25T07:00:10Z,"A few hours ago, Bitcoin dropped below the $26,000 threshold and created a low of around $25,987. However, many in the community believe that BTCs fair value is much higher. According to Mark Yusko, … [+273 chars]"
96,"{'id': None, 'name': 'Biztoc.com'}",coindesk.com,Bitcoin and S&P 500 Eye Quarterly Loss as Bonds Look Most Attractive Since 2009,"and Wall Street's benchmark equity index, the S&P 500, appear on track to end the third quarter lower as a key metric shows the case for owning bonds over stocks and risk assets in general, is strongest since 2009. The top cryptocurrency by market value trade…",https://biztoc.com/x/b250b83e232aaf08,https://c.biztoc.com/p/b250b83e232aaf08/s.webp,2023-09-25T06:58:06Z,"and Wall Street's benchmark equity index, the S&amp;P 500, appear on track to end the third quarter lower as a key metric shows the case for owning bonds over stocks and risk assets in general, is st… [+277 chars]"
97,"{'id': None, 'name': 'Investing.com'}",Cointelegraph,From walls to wallets: Barcelona graffiti artists share their love for Bitcoin,From walls to wallets: Barcelona graffiti artists share their love for Bitcoin,https://www.investing.com/news/cryptocurrency-news/from-walls-to-wallets-barcelona-graffiti-artists-share-their-love-for-bitcoin-3181456,https://i-invdn-com.investing.com/news/LYNXMPEDB603J_L.jpg,2023-09-25T06:40:11Z,"From skate parks and construction sites to train stations and bus stops, a pair of Bitcoin-loving graffiti artists from Barcelona, Spain have been working tirelessly to spread the good word about Bit… [+709 chars]"
98,"{'id': None, 'name': 'CoinDesk'}",Omkar Godbole,Bitcoin and S&P 500 Eye Quarterly Loss as Bonds Look Most Attractive Since 2009,"Relative attractiveness of bonds means less incentive to invest in bitcoin. The leading cryptocurrency is considered a zero-yielding risk asset, by some observers.",https://www.coindesk.com/markets/2023/09/25/bitcoin-and-sp-500-eye-quarterly-loss-as-bonds-look-most-attractive-since-2009/,https://www.coindesk.com/resizer/GKeWP-rfeatwf1UGIGUZlP9HBAA=/1200x628/center/middle/cloudfront-us-east-1.images.arcpublishing.com/coindesk/GHVVMQTJQBFMTDUWIJI33EGR6A.jpg,2023-09-25T06:39:19Z,"Bitcoin (BTC) and Wall Street's benchmark equity index, the S&amp;P 500, appear on track to end the third quarter lower as a key metric shows the case for owning bonds over stocks and risk assets in … [+2334 chars]"
99,"{'id': None, 'name': 'Investing.com'}",Investing.com,Coinbase facing challenges in diversifying revenue streams amid declining crypto trading volumes,Coinbase facing challenges in diversifying revenue streams amid declining crypto trading volumes,https://www.investing.com/news/cryptocurrency-news/coinbase-facing-challenges-in-diversifying-revenue-streams-amid-declining-crypto-trading-volumes-93CH-3181445,https://i-invdn-com.investing.com/news/CryptoBitcoindigital_800x533_L_1641975060.jpg,2023-09-25T06:30:28Z,"Coinbase (NASDAQ:COIN) Global, a major cryptocurrency exchange, continues its efforts to diversify its revenue sources beyond the unpredictable cryptocurrency trading market, despite the company's he… [+2651 chars]"
